"111100","AT 2022nkv","15:47:17.921","+27:31:37.01","","","","","ANTARES","ZTF","","ANTARES","ZTF22aaohmny","P48 - ZTF-Cam","","1","1","","20.0107","r-ZTF","2022-06-23 07:39:11.232","ANTARES_bot","","2022TNSTR1751....1A","",""
"111099","AT 2022nku","16:30:12.784","+31:54:50.73","","","","","ANTARES, Pan-STARRS, YSE","ZTF, Pan-STARRS","","ANTARES; Pan-STARRS; YSE","ZTF22aaohipd","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.258","r-ZTF","2022-06-23 07:51:33.408","ANTARES_bot","","2022TNSTR1751....1A","",""
"111098","AT 2022nkt","22:34:09.698","+29:51:01.02","","","","","ANTARES, Pan-STARRS","ZTF, Pan-STARRS","","ANTARES; Pan-STARRS","ZTF22aaorcyo","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.0665","r-ZTF","2022-06-23 10:46:50.016","ANTARES_bot","","2022TNSTR1751....1A","",""
"111097","AT 2022nks","14:23:43.383","+28:16:54.48","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rkv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.682","cyan-ATLAS","2022-06-23 08:26:09.600","ATLAS_Bot1","","2022TNSTR1736....1T","",""
"111096","AT 2022nkr","16:51:02.441","+24:56:54.00","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS22rkt","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2","","1","1","","19.399","cyan-ATLAS","2022-06-23 09:57:23.904","ATLAS_Bot1","","2022TNSTR1736....1T","",""
"111094","AT 2022nkp","00:38:36.242","+21:32:25.57","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rkq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.225","orange-ATLAS","2022-06-23 13:49:50.592","ATLAS_Bot1","","2022TNSTR1736....1T","",""
"111092","AT 2022nkn","22:34:12.171","-01:49:50.01","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpb","PS2 - GPC2","","1","1","","21.47","w-P1","2022-06-23 13:02:01.248","PS2_Bot1","","2022TNSTR1738....1C","",""
"111091","AT 2022nkm","22:39:22.979","-00:55:56.46","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpa","PS2 - GPC2","","1","1","","20.78","w-P1","2022-06-23 13:02:55.680","PS2_Bot1","","2022TNSTR1738....1C","",""
"111090","AT 2022nkl","22:09:18.298","-05:48:37.12","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22foz","PS2 - GPC2","","1","1","","20.74","w-P1","2022-06-07 13:40:09.120","PS2_Bot1","","2022TNSTR1738....1C","",""
"111089","AT 2022nkk","22:27:57.350","-06:32:09.16","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22foy","PS2 - GPC2","","1","1","","19.73","w-P1","2022-06-23 12:58:20.064","PS2_Bot1","","2022TNSTR1738....1C","",""
"111088","AT 2022nkj","21:35:34.424","-19:50:18.09","","","","","Pan-STARRS, ALeRCE","Pan-STARRS, ZTF","","ALeRCE; Pan-STARRS","PS22fox","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.05","w-P1","2022-06-23 14:08:51.936","PS2_Bot1","","2022TNSTR1738....1C","",""
"111087","AT 2022nki","02:04:50.611","+34:48:14.88","","","","","ZTF","ZTF","","ZTF","ZTF22aapfept","P48 - ZTF-Cam","","1","1","","20.1003","r-ZTF","2022-06-11 11:19:02.784","ZTF_CLU_PUBLIC","","2022TNSTR1745....1D","",""
"111086","AT 2022nkh","22:08:29.865","-02:59:38.21","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fow","PS2 - GPC2","","1","1","","21.19","w-P1","2022-06-23 12:54:42.336","PS2_Bot1","","2022TNSTR1738....1C","",""
"111085","AT 2022nkg","22:22:03.741","-02:05:11.80","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fou","PS2 - GPC2","","1","1","","21.06","w-P1","2022-06-23 12:59:15.360","PS2_Bot1","","2022TNSTR1738....1C","",""
"111084","AT 2022nkf","22:43:35.043","-02:40:36.51","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fos","PS2 - GPC2","","1","1","","19.22","w-P1","2022-06-23 13:19:24.960","PS2_Bot1","","2022TNSTR1738....1C","",""
"111083","AT 2022nke","22:14:17.403","-03:04:35.79","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fop","PS2 - GPC2","","1","1","","20.67","w-P1","2022-06-23 13:00:10.656","PS2_Bot1","","2022TNSTR1738....1C","",""
"111082","AT 2022nkd","22:41:48.884","-07:33:15.92","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22foo","PS2 - GPC2","","1","1","","20.5","w-P1","2022-06-23 13:07:31.296","PS2_Bot1","","2022TNSTR1738....1C","",""
"111081","AT 2022nkc","22:48:19.277","-03:37:03.06","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fon","PS2 - GPC2","","1","1","","20.97","w-P1","2022-06-23 13:19:24.960","PS2_Bot1","","2022TNSTR1738....1C","",""
"111080","AT 2022nkb","21:09:23.411","-20:16:21.40","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fom","PS2 - GPC2","","1","1","","19.84","w-P1","2022-06-23 14:06:06.912","PS2_Bot1","","2022TNSTR1738....1C","",""
"111079","AT 2022nka","22:48:19.764","+30:50:04.83","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fol","PS2 - GPC2","","1","1","","19.26","z-P1","2022-05-31 14:48:59.040","PS2_Bot1","","2022TNSTR1738....1C","",""
"111078","AT 2022njz","22:10:27.282","-04:29:11.47","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22foj","PS2 - GPC2","","1","1","","19.98","w-P1","2022-06-23 12:56:32.064","PS2_Bot1","","2022TNSTR1738....1C","",""
"111077","AT 2022njy","18:55:29.740","+36:41:48.40","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22foi","PS2 - GPC2","","1","1","","20.44","i-P1","2022-06-19 11:24:39.744","PS2_Bot1","","2022TNSTR1738....1C","",""
"111076","AT 2022njx","13:59:32.898","+15:04:22.98","","","SDSS J135932.90+150423.8","","SGLF, ATLAS, Fink","ZTF, ATLAS","","ATLAS; Fink; SGLF","ZTF22aaosrir","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","20.096","g-ZTF","2022-06-21 04:59:33.000","Perez-Fournon","","2022TNSTR1742....1M","",""
"111075","AT 2022njw","18:58:42.600","+29:18:58.95","","","LEDA 2814151","","SGLF, Fink, Pan-STARRS","ZTF, Pan-STARRS","","Fink; Pan-STARRS; SGLF","ZTF22aapbest","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.454","g-ZTF","2022-06-21 08:26:01.000","Perez-Fournon","","2022TNSTR1740....1A","",""
"111073","AT 2022nju","15:19:56.558","-03:13:44.25","","","","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaohjpi","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.3484","r-ZTF","2022-06-17 05:33:48.004","ALeRCE","","2022TNSTR1735....1M","",""
"111072","AT 2022njt","17:38:11.121","+23:29:33.31","","","","","ALeRCE","ZTF","","ALeRCE","ZTF22aaohrki","P48 - ZTF-Cam","","1","1","","20.3708","g-ZTF","2022-06-17 07:52:00.002","ALeRCE","","2022TNSTR1735....1M","",""
"111071","AT 2022njs","14:34:59.095","+51:17:05.86","","","SDSS J143458.99+511705.5","","ALeRCE","ZTF","","ALeRCE","ZTF22aaokzzb","P48 - ZTF-Cam","","1","1","","21.0898","g-ZTF","2022-06-18 06:13:58.996","ALeRCE","","2022TNSTR1735....1M","",""
"111070","AT 2022njr","17:54:40.505","+14:08:14.41","","","WISEA J175440.51+140814.0","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaolqzi","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.0369","r-ZTF","2022-06-17 08:13:10.004","ALeRCE","","2022TNSTR1735....1M","",""
"111069","AT 2022njq","13:58:45.227","+20:08:21.20","","","SDSS J135845.32+200821.4","","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF22aaomqkp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","20.4033","g-ZTF","2022-06-17 06:06:47.998","ALeRCE","","2022TNSTR1735....1M","",""
"111068","AT 2022njp","12:28:07.872","+63:23:17.69","","","SDSS J122807.84+632317.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aaomvmc","P48 - ZTF-Cam","","1","1","","19.8414","g-ZTF","2022-06-19 06:09:55.996","ALeRCE","","2022TNSTR1735....1M","",""
"111067","AT 2022njo","13:42:36.684","+19:33:56.44","","","KUG 1340+198","0.039851","ALeRCE","ZTF","","ALeRCE","ZTF22aaomwea","P48 - ZTF-Cam","","1","1","","20.5743","g-ZTF","2022-06-19 06:20:40.004","ALeRCE","","2022TNSTR1735....1M","",""
"111066","AT 2022njn","13:32:27.364","+36:52:02.24","","","SDSS J133227.36+365202.5","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoqbyb","P48 - ZTF-Cam","","1","1","","20.2724","g-ZTF","2022-06-19 05:49:59.002","ALeRCE","","2022TNSTR1735....1M","",""
"111065","AT 2022njm","14:36:32.274","+34:12:21.63","","","SDSS J143632.32+341221.3","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoqcaf","P48 - ZTF-Cam","","1","1","","20.8374","r-ZTF","2022-06-17 05:13:06.997","ALeRCE","","2022TNSTR1735....1M","",""
"111064","AT 2022njl","15:53:34.366","+24:54:48.20","","","SDSS J155334.39+245448.0","","ALeRCE, Pan-STARRS, ATLAS, YSE","ZTF, Pan-STARRS, ATLAS","","ALeRCE; ATLAS; Pan-STARRS; YSE","ZTF22aaotrax","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.5414","g-ZTF","2022-06-17 07:28:52.997","ALeRCE","","2022TNSTR1735....1M","",""
"111063","AT 2022njk","16:32:22.948","+37:23:28.98","","","SDSS J163222.96+372329.6","","ALeRCE","ZTF","","ALeRCE","ZTF22aaotrtf","P48 - ZTF-Cam","","1","1","","20.6436","g-ZTF","2022-06-20 06:55:11.004","ALeRCE","","2022TNSTR1735....1M","",""
"111062","AT 2022njj","17:29:31.637","+27:39:53.40","","","SDSS J172931.64+273953.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aaouiln","P48 - ZTF-Cam","","1","1","","20.3652","r-ZTF","2022-06-19 07:34:01.004","ALeRCE","","2022TNSTR1735....1M","",""
"111061","AT 2022nji","14:20:54.072","+50:54:29.03","","","SDSS J142054.07+505429.9","","ALeRCE","ZTF","","ALeRCE","ZTF22aaovwfb","P48 - ZTF-Cam","","1","1","","20.2659","r-ZTF","2022-06-23 05:18:17.001","ALeRCE","","2022TNSTR1735....1M","",""
"111060","AT 2022njh","13:19:05.874","+38:08:24.32","","","SDSS J131906.03+380823.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aaownzz","P48 - ZTF-Cam","","1","1","","20.7434","g-ZTF","2022-06-17 06:13:04.002","ALeRCE","","2022TNSTR1735....1M","",""
"111059","AT 2022njg","13:40:48.873","-22:32:08.04","","","","","ALeRCE","ZTF","","ALeRCE","ZTF22aaozcpt","P48 - ZTF-Cam","","1","1","","20.5052","r-ZTF","2022-06-17 04:31:30.003","ALeRCE","","2022TNSTR1735....1M","",""
"111058","AT 2022njf","12:58:28.853","+48:23:26.56","","","SDSS J125828.81+482326.3","","ALeRCE","ZTF","","ALeRCE","ZTF22aaozixt","P48 - ZTF-Cam","","1","1","","20.7676","g-ZTF","2022-06-21 04:46:35.000","ALeRCE","","2022TNSTR1735....1M","",""
"111057","AT 2022nje","14:15:07.620","+29:04:13.89","","","SDSS J141507.56+290414.3","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoztef","P48 - ZTF-Cam","","1","1","","20.5758","g-ZTF","2022-06-19 05:58:08.000","ALeRCE","","2022TNSTR1735....1M","",""
"111056","AT 2022njd","13:46:54.925","-21:27:08.68","","","WISEA J134655.19-212706.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aaozvac","P48 - ZTF-Cam","","1","1","","20.0151","g-ZTF","2022-06-23 05:34:11.004","ALeRCE","","2022TNSTR1735....1M","",""
"111055","AT 2022njc","12:57:19.012","-07:32:36.43","","","WISEA J125719.19-073235.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aaozvqp","P48 - ZTF-Cam","","1","1","","20.1878","g-ZTF","2022-06-21 04:36:22.000","ALeRCE","","2022TNSTR1735....1M","",""
"111054","AT 2022njb","13:09:44.780","+30:42:48.20","","","SDSS J130944.74+304247.8","","ALeRCE","ZTF","","ALeRCE","ZTF22aaozxmx","P48 - ZTF-Cam","","1","1","","20.4437","g-ZTF","2022-06-19 05:50:39.998","ALeRCE","","2022TNSTR1735....1M","",""
"111053","AT 2022nja","13:23:28.804","+19:43:03.37","","","SDSS J132328.83+194304.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aapaauv","P48 - ZTF-Cam","","1","1","","20.2012","g-ZTF","2022-06-17 07:08:07.999","ALeRCE","","2022TNSTR1735....1M","",""
"111051","AT 2022niy","13:42:55.943","+31:12:42.83","","","SDSS J134256.04+311243.9","","ALeRCE","ZTF","","ALeRCE","ZTF22aapakaa","P48 - ZTF-Cam","","1","1","","20.6756","g-ZTF","2022-06-19 05:49:59.002","ALeRCE","","2022TNSTR1735....1M","",""
"111050","AT 2022nix","16:34:04.900","+04:53:31.79","","","WISEA J163405.03+045332.3","0.087367","ALeRCE","ZTF","","ALeRCE","ZTF22aapaqqw","P48 - ZTF-Cam","","1","1","","20.1677","g-ZTF","2022-06-23 06:35:46.003","ALeRCE","","2022TNSTR1735....1M","",""
"111048","AT 2022niv","15:00:19.325","+36:18:49.07","","","WISEA J150018.81+361851.6","0.1548","ALeRCE","ZTF","","ALeRCE","ZTF22aaparmh","P48 - ZTF-Cam","","1","1","","20.756","g-ZTF","2022-06-19 06:43:10.004","ALeRCE","","2022TNSTR1735....1M","",""
"111045","AT 2022nis","14:00:14.967","+71:25:09.74","","","WISEA J140014.94+712510.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aapavnl","P48 - ZTF-Cam","","1","1","","20.4092","g-ZTF","2022-06-21 08:11:26.998","ALeRCE","","2022TNSTR1735....1M","",""
"111044","AT 2022nir","17:48:07.382","+31:14:00.03","","","WISEA J174807.51+311400.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aapbaxd","P48 - ZTF-Cam","","1","1","","20.4634","g-ZTF","2022-06-18 06:40:07.000","ALeRCE","","2022TNSTR1735....1M","",""
"111043","AT 2022niq","17:39:03.621","+35:30:22.33","","","","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aapbewv","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.6691","g-ZTF","2022-06-20 06:38:28.003","ALeRCE","","2022TNSTR1735....1M","",""
"111042","AT 2022nip","21:16:39.911","-25:52:53.12","","","WISEA J211639.94-255253.2","","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF22aapedvd","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","","1","1","","19.6295","g-ZTF","2022-06-19 10:02:30.002","ALeRCE","","2022TNSTR1735....1M","",""
"111041","AT 2022nio","22:38:29.624","+30:45:57.10","","","SDSS J223829.64+304556.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aapejuu","P48 - ZTF-Cam","","1","1","","20.418","g-ZTF","2022-06-20 10:13:00.998","ALeRCE","","2022TNSTR1735....1M","",""
"111040","AT 2022nin","22:21:59.182","+34:54:46.28","","","WISEA J222159.11+345446.3","","ALeRCE","ZTF","","ALeRCE","ZTF22aapejzd","P48 - ZTF-Cam","","1","1","","20.2031","g-ZTF","2022-06-18 09:47:55.997","ALeRCE","","2022TNSTR1735....1M","",""
"111038","AT 2022nil","19:21:59.252","+59:20:28.65","","","","","ALeRCE","ZTF","","ALeRCE","ZTF22aapesbi","P48 - ZTF-Cam","","1","1","","20.4989","g-ZTF","2022-06-18 06:46:56.001","ALeRCE","","2022TNSTR1735....1M","",""
"111037","AT 2022nik","22:06:38.674","+11:38:04.90","","","CGCG 428-029 NED02","0.049319","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aapeytu","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.3238","r-ZTF","2022-06-20 09:30:05.000","ALeRCE","","2022TNSTR1735....1M","",""
"111036","AT 2022nij","17:02:02.963","+47:49:01.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fog","PS2 - GPC2","","1","1","","21.11","w-P1","2022-06-23 09:42:13.248","PS2_Bot1","","2022TNSTR1738....1C","",""
"111035","AT 2022nii","20:39:17.580","-24:56:08.47","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fof","PS2 - GPC2","","1","1","","21.29","w-P1","2022-06-10 13:24:25.632","PS2_Bot1","","2022TNSTR1738....1C","",""
"111034","AT 2022nih","01:48:49.647","-15:18:16.83","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS22rki","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, PS2 - GPC2","","1","1","","18.527","orange-ATLAS","2022-06-17 09:28:28.992","ATLAS_Bot1","","2022TNSTR1736....1T","",""
"111033","AT 2022nig","16:15:41.893","+45:23:02.61","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rkd","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.671","orange-ATLAS","2022-06-23 09:35:47.040","ATLAS_Bot1","","2022TNSTR1736....1T","",""
"111032","AT 2022nif","20:22:57.368","-23:53:13.26","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fod","PS2 - GPC2","","1","1","","21.62","w-P1","2022-05-25 12:36:52.704","PS2_Bot1","","2022TNSTR1738....1C","",""
"111031","AT 2022nie","20:13:42.982","-26:52:06.54","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22foc","PS2 - GPC2","","1","1","","21.07","w-P1","2022-06-23 11:39:00.288","PS2_Bot1","","2022TNSTR1738....1C","",""
"111029","AT 2022nic","23:02:06.684","+16:48:22.98","","","SDSS J230206.79+164824.7","","SGLF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","","ATLAS; Fink; Pan-STARRS; SGLF","ZTF22aaoreir","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.317","r-ZTF","2022-06-18 10:11:23.000","Perez-Fournon","","2022TNSTR1741....1P","",""
"111028","AT 2022nib","21:54:22.520","+36:18:56.10","","","LEDA 2078572","0.063624","SGLF","ZTF","","SGLF","ZTF22aanupao","P48 - ZTF-Cam","","1","1","","20.695","g-ZTF","2022-06-07 10:12:18.000","Perez-Fournon","","2022TNSTR1739....1P","",""
"111027","AT 2022nia","12:48:00.130","+03:49:07.74","","","SDSS J124759.96+034909.1","","SGLF, Fink","ZTF","","Fink; SGLF","ZTF22aaogtcr","P48 - ZTF-Cam","","1","1","","20.079","r-ZTF","2022-06-17 04:39:01.000","Perez-Fournon","","2022TNSTR1742....1M","",""
"111026","AT 2022nhz","14:49:25.082","+06:14:31.12","","","SDSS J144925.11+061412.0","0.0971817","SGLF","ZTF","","SGLF","ZTF22aaokunl","P48 - ZTF-Cam","","1","1","","20.898","g-ZTF","2022-06-05 06:34:24.000","Perez-Fournon","","2022TNSTR1740....1A","",""
"111025","AT 2022nhy","21:13:10.082","+08:00:14.61","","","SDSS J211310.26+080011.9","","SGLF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","","ATLAS; Fink; Pan-STARRS; SGLF","ZTF22aaolmzp","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.315","r-ZTF","2022-06-18 08:44:32.000","Perez-Fournon","","2022TNSTR1743....1S","",""
"111024","AT 2022nhx","15:30:20.388","-01:16:33.85","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnz","PS2 - GPC2","","1","1","","21.68","w-P1","2022-06-23 07:50:51.072","PS2_Bot1","","2022TNSTR1738....1C","",""
"111023","AT 2022nhw","21:57:07.844","+63:07:13.98","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rha","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.549","orange-ATLAS","2022-06-21 11:57:02.016","ATLAS_Bot1","","2022TNSTR1736....1T","",""
"111021","AT 2022nhu","10:25:04.440","+42:28:15.38","","","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","","ATLAS; GaiaAlerts","ATLAS22rgs","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric","","1","1","","17.871","orange-ATLAS","2022-06-23 06:05:44.736","ATLAS_Bot1","","2022TNSTR1736....1T","",""
"111020","AT 2022nht","10:43:27.981","+61:43:41.55","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rgp","ATLAS-MLO - ATLAS-01","","1","1","","18.977","orange-ATLAS","2022-06-23 06:27:00.000","ATLAS_Bot1","","2022TNSTR1736....1T","",""
"111019","AT 2022nhs","21:52:31.300","-20:12:13.14","","","","","GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS","","GaiaAlerts; Pan-STARRS","Gaia22cpx","Gaia - Gaia-photometric, PS2 - GPC2","","1","1","","18.82","G-Gaia","2022-06-20 23:35:31.200","Gaia_Bot1","","2022TNSTR1737....1H","",""
"111018","AT 2022nhr","17:53:50.020","-74:01:19.09","","","","","GaiaAlerts, ATLAS","GaiaAlerts, ATLAS","","ATLAS; GaiaAlerts","Gaia22cps","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","","1","1","","18.45","G-Gaia","2022-06-21 10:52:19.200","Gaia_Bot1","","2022TNSTR1737....1H","",""
"111017","AT 2022nhq","09:47:49.640","+24:56:36.13","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpr","Gaia - Gaia-photometric","","1","1","","18.27","G-Gaia","2022-06-21 00:43:12.000","Gaia_Bot1","","2022TNSTR1737....1H","",""
"111016","AT 2022nhp","16:44:50.229","+08:13:28.45","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fny","PS2 - GPC2","","1","1","","21.01","w-P1","2022-06-20 10:55:44.832","PS2_Bot1","","2022TNSTR1738....1C","",""
"111015","AT 2022nho","21:09:56.678","-01:36:16.93","","","","","Pan-STARRS, ALeRCE, YSE","Pan-STARRS, ZTF","","ALeRCE; Pan-STARRS; YSE","PS22fnx","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","21.08","w-P1","2022-06-21 12:57:23.040","PS2_Bot1","","2022TNSTR1738....1C","",""
"111014","AT 2022nhn","11:13:59.000","-37:40:48.15","","","GAIADR3 5397102019219938944	","","DogsHeavenTS","DogsHeavenTS","","DogsHeavenTS","","Other - Other","","1","1","","11.83","Clear-","2022-06-20 23:03:50.400","Cacella","","2022TNSTR1730....1C","",""
"111013","AT 2022nhm","23:29:24.484","+14:12:13.42","","","","","ZTF","ZTF","","ZTF","ZTF22aaolyll","P48 - ZTF-Cam","","1","1","","19.9558","r-ZTF","2022-06-18 10:27:01.152","ZTF_CLU_PUBLIC","","2022TNSTR1733....1D","",""
"111011","AT 2022nhk","16:07:32.899","+16:12:49.85","","","","","ZTF","ZTF","","ZTF","ZTF22aaoxcea","P48 - ZTF-Cam","","1","1","","18.8906","r-ZTF","2022-06-12 06:36:00.864","ZTF_CLU_PUBLIC","","2022TNSTR1733....1D","",""
"111010","AT 2022nhj","13:58:43.475","+14:18:50.11","","","WISEA J135843.48+141850.2","0.144331","ALeRCE","ZTF","","ALeRCE","ZTF22aaogojm","P48 - ZTF-Cam","","1","1","","19.9352","r-ZTF","2022-06-17 04:34:54.002","ALeRCE","","2022TNSTR1728....1M","",""
"111009","AT 2022nhi","13:26:05.972","+34:10:15.34","","","SDSS J132605.94+341014.5","","ALeRCE","ZTF","","ALeRCE","ZTF22aaohdsj","P48 - ZTF-Cam","","1","1","","20.0297","g-ZTF","2022-06-17 06:52:51.001","ALeRCE","","2022TNSTR1728....1M","",""
"111008","AT 2022nhh","18:28:06.444","+42:37:46.65","","","SDSS J182805.83+423746.5","","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF22aaokdxp","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","","1","1","","19.7268","g-ZTF","2022-06-18 06:42:08.997","ALeRCE","","2022TNSTR1728....1M","",""
"111007","AT 2022nhg","12:27:27.440","+58:53:35.43","","","SDSS J122727.19+585334.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aaolbtk","P48 - ZTF-Cam","","1","1","","19.7791","g-ZTF","2022-06-17 07:45:12.997","ALeRCE","","2022TNSTR1728....1M","",""
"111006","AT 2022nhf","15:01:03.024","+67:38:18.32","","","GALEXASC J150103.00+673819.5","","ALeRCE","ZTF","","ALeRCE","ZTF22aaolchg","P48 - ZTF-Cam","","1","1","","20.3116","g-ZTF","2022-06-18 06:16:45.998","ALeRCE","","2022TNSTR1728....1M","",""
"111005","AT 2022nhe","18:57:57.054","+30:34:58.34","","","WISEA J185757.06+303458.5","","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF22aaolelx","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","20.1271","g-ZTF","2022-06-18 06:41:28.000","ALeRCE","","2022TNSTR1728....1M","",""
"111004","AT 2022nhd","15:02:56.674","+07:46:31.58","","","WISEA J150256.65+074631.0","0.14796","ALeRCE","ZTF","","ALeRCE","ZTF22aaonavj","P48 - ZTF-Cam","","1","1","","19.6591","g-ZTF","2022-06-19 06:36:39.001","ALeRCE","","2022TNSTR1728....1M","",""
"111003","AT 2022nhc","16:56:10.032","+54:18:34.31","","","WISEA J165610.01+541834.2","","ALeRCE, YSE","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS; YSE","ZTF22aaoncel","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.8415","g-ZTF","2022-06-18 06:23:59.001","ALeRCE","","2022TNSTR1728....1M","",""
"111002","AT 2022nhb","17:02:08.048","+47:51:32.11","","","SDSS J170208.02+475131.8","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaopwuj","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.6281","g-ZTF","2022-06-18 06:24:39.997","ALeRCE","","2022TNSTR1728....1M","",""
"111001","AT 2022nha","17:09:46.378","+24:56:14.18","","","SDSS J170946.39+245611.5","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoqizx","P48 - ZTF-Cam","","1","1","","20.3792","g-ZTF","2022-06-20 06:36:16.001","ALeRCE","","2022TNSTR1728....1M","",""
